id,finding_aid_link,title,type,number,group,digital_collection,category,subject,description
spec00339,https://archiveswest.orbiscascade.org/ark:/80444/xv08899,"Karen R. Davis. Papers, 1951-1983",MG,345,MG 345,,university ,professors;students;schools,
spec00340,https://search.lib.uidaho.edu/UID:CP71167428280001451,"F. Leontine Thomas papers, 1908-1949",MG,346,MG 346,,,authors;poets and poetry;manuscripts,
spec00341,https://archiveswest.orbiscascade.org/ark:/80444/xv42072,"Fred Herbert Winkler. Papers, 1936-1983",MG,347,MG 347,,university,professors;manuscripts,
spec00342,https://archiveswest.orbiscascade.org/ark:/80444/xv74904,"Equinox Food Exchange. Records, 1976-1987",MG,348,MG 348,,,clubs and organizations;pacific northwest,
spec00343,https://archiveswest.orbiscascade.org/ark:/80444/xv07530,"Samuel Chan. Papers, 1962-1988",MG,349,MG 349,,university,professors;engineers and engineering,
spec00344,https://archiveswest.orbiscascade.org/ark:/80444/xv40363,"Rafe Gibbs. Manuscript and articles, 1946-1984",MG,350,MG 350,,university,manuscripts,
spec00345,https://archiveswest.orbiscascade.org/ark:/80444/xv73194,"Tau Kappa Epsilon. Alpha Delta. Papers, 1928-1990",MG,351,MG 351,,university,clubs and organizations,
spec00346,https://archiveswest.orbiscascade.org/ark:/80444/xv05821,"Members of the Idaho Legislature. Scrapbooks, 1961-1964",MG,352,MG 352,,university,legislators;scrapbooks,
spec00347,https://archiveswest.orbiscascade.org/ark:/80444/xv17382/,"Epsilon Sigma Phi (Theta Chapter). Records, 1927-1984",MG,353,MG 353,,university,clubs and organizations,
spec00348,https://archiveswest.orbiscascade.org/ark:/80444/xv38652,"Columbia River Inter-Tribal Fish Commission. Records, 1979-1988",MG,354,MG 354,,,indigenous;fishing and fisheries;minutes,
spec00349,https://archiveswest.orbiscascade.org/ark:/80444/xv45101,"U.S. Bureau of Entomology and Plant Quarantine. Field Station Reports, 1930-1976",MG,355,MG 355,,forestry,pacific northwest,
spec00350,https://archiveswest.orbiscascade.org/ark:/80444/xv04110,"George Arthur Williams. Papers, 1950-1984",MG,356,MG 356,,university,professors;geology,
spec00351,https://archiveswest.orbiscascade.org/ark:/80444/xv37285,"John Richard Hoskins. Papers, 1947-1989",MG,357,MG 357,,university;mining,professors;engineers and engineering,
spec00352,https://search.lib.uidaho.edu/UID:CP71106205670001451,"J. Blaine Anderson. Case Files, 1972-1988",MG,358,MG 358,,,judges;legal documents;idaho,
spec00353,https://archiveswest.orbiscascade.org/ark:/80444/xv02742,"Robert W. Clark. Papers, 1954-1989",MG,359,MG 359,,university,professors;business,
spec00354,https://archiveswest.orbiscascade.org/ark:/80444/xv35574,"Weber Mines. Papers, 1872-1991",MG,360,MG 360,,mining,,
spec00355,https://archiveswest.orbiscascade.org/ark:/80444/xv68406/,"Idaho Partners of the Americas. Records, 1964-1993",MG,361,MG 361,,,clubs and organizations,
spec00356,https://archiveswest.orbiscascade.org/ark:/80444/xv01033,"Barnard-Stockbridge Collection. Ledgers, 1888-1989",MG,362,MG 362,,,photographs,
spec00357,https://archiveswest.orbiscascade.org/ark:/80444/xv33864/,"Moscow Elks Lodge 249. Records, 1943-1984",MG,363,MG 363,,,clubs and organizations;moscow;minutes,
spec00358,https://archiveswest.orbiscascade.org/ark:/80444/xv66697,"4-H Clubs of Idaho. Records, 1913-1985",MG,364,MG 364,,,clubs and organizations,
spec00359,https://archiveswest.orbiscascade.org/ark:/80444/xv99528,"Joshua Harlan Carey. Papers, 1934-1988",MG,365,MG 365,,university,clubs and organizations;idaho;scrapbooks;photographs;agriculture,
spec00360,https://archiveswest.orbiscascade.org/ark:/80444/xv32497,"Elaine (Anderson) Mansius. Papers, 1942-1951",MG,366,MG 366,,,,
spec00361,https://archiveswest.orbiscascade.org/ark:/80444/xv65328,"Bunker Hill Company. Records, 1887-1984",MG,367,MG 367,,mining,,
spec00362,https://archiveswest.orbiscascade.org/ark:/80444/xv98161,"Siegfried B. Rolland. Papers, 1945-1988",MG,368,MG 368,,,,
spec00363,https://archiveswest.orbiscascade.org/ark:/80444/xv30786,"Faculty Women's Club. Papers, 1952-1994",MG,369,MG 369,,university , clubs and organizations,
spec00364,https://archiveswest.orbiscascade.org/ark:/80444/xv63618,"Carpenter's Union Local 313. Records, 1903-1989",MG,370,MG 370,,,,
spec00365,https://archiveswest.orbiscascade.org/ark:/80444/xv96451,"Mortar Board. Records, 1929-1975",MG,371,MG 371,,university,,
spec00366,https://archiveswest.orbiscascade.org/ark:/80444/xv29076,"Moscow Fine Arts Club. Records, 1927-1993",MG,372,MG 372,,,clubs and organizations;moscow,
spec00367,https://archiveswest.orbiscascade.org/ark:/80444/xv61909/,"University Of Idaho Area Education Office Personnel Association. Records, 1978-1995",MG,373,MG 373,,university,,
spec00368,https://archiveswest.orbiscascade.org/ark:/80444/xv94740,"Edwin Fulwider. Papers, 1969-1993",MG,374,MG 374,,,,
spec00369,https://archiveswest.orbiscascade.org/ark:/80444/xv27367,"Wallace G. Woolf. Papers, 1924-1980",MG,375,MG 375,,mining,,
spec00370,https://archiveswest.orbiscascade.org/ark:/80444/xv60540/,"John Albright Schenk. Papers, 1951-1984",MG,376,MG 376,,forestry,,
spec00371,https://archiveswest.orbiscascade.org/ark:/80444/xv93373,"Paul G. Eimers. Papers, 1901-1989",MG,377,MG 377,,,,
spec00372,https://archiveswest.orbiscascade.org/ark:/80444/xv25998,"Harold Lyman Ryan. Papers, 1981-1995",MG,378,MG 378,,forestry,,
spec00373,https://archiveswest.orbiscascade.org/ark:/80444/xv58831,"H. Robert Otness. Papers, 1916-1995",MG,379,MG 379,,,,
spec00374,https://archiveswest.orbiscascade.org/ark:/80444/xv91662/,"Francis Nonini. Papers, 1926-1936",MG,380,MG 380,,,,
spec00375,https://archiveswest.orbiscascade.org/ark:/80444/xv24288,"Allen Sheeley Janssen. Papers, 1928-1974",MG,381,MG 381,,,,
spec00376,https://archiveswest.orbiscascade.org/ark:/80444/xv57121,"Latah County. Records, 1888-1959",MG,382,MG 382,,,,
spec00377,https://archiveswest.orbiscascade.org/ark:/80444/xv89952,"Latah County Sheriff. Records, 1891-1984",MG,383,MG 383,,,,
spec00378,https://archiveswest.orbiscascade.org/ark:/80444/xv22579,"Kendrick State Bank. Records, 1899-1939",MG,384,MG 384,,,,
spec00379,https://archiveswest.orbiscascade.org/ark:/80444/xv540008/,"Luna House.  Register, 1862-1864",MG,385,MG 385,,,,
spec00380,https://archiveswest.orbiscascade.org/ark:/80444/xv55752,"Abe McGregor Goff. Papers, 1905-1985",MG,386,MG 386,,,,
spec00381,https://search.lib.uidaho.edu/UID:CP71136962960001451,"George Shihei Shitamae. Papers, 1942-1944",MG,387,MG 387,,,,
spec00382,https://archiveswest.orbiscascade.org/ark:/80444/xv88584,"Potlatch Corporation, Pres-to-log Division. Records, 1933-1989",MG,388,MG 388,,forestry,,
spec00383,https://archiveswest.orbiscascade.org/ark:/80444/xv21210,"William Healy. Papers, 1908-1913",MG,389,MG 389,,,,
spec00384,https://archiveswest.orbiscascade.org/ark:/80444/xv54043,"Lily Wai. Committee Records, 1981-1990",MG,390,MG 390,,university,,
spec00385,https://archiveswest.orbiscascade.org/ark:/80444/xv86874,"Agnes Crawford Schuldt. Papers, 1903-1996",MG,391,MG 391,,,,
spec00386,https://archiveswest.orbiscascade.org/ark:/80444/xv19501,"John Hancock Callender. Papers, 1911-1990",MG,392,MG 392,,,,
spec00387,https://archiveswest.orbiscascade.org/ark:/80444/xv52332/,"William A. Olson. Papers, 1964-1978",MG,393,MG 393,,,,
spec00388,https://search.lib.uidaho.edu/UID:CP71119028890001451,"Werner J. Ripplinger (Werner Joseph). Notes, black, white, and otherwise, 1996",MG,394,MG 394,,,,
spec00389,https://search.lib.uidaho.edu/UID:CP71131874130001451,"Ag Edettes.  Scrapbook, 1958-1959",MG,395,MG 395,,university,,
spec00390,https://search.lib.uidaho.edu/UID:CP71131872490001451,"Frank Wenz. Records, 1906-1932",MG,396,MG 396,,,,
spec00391,https://search.lib.uidaho.edu/UID:CP71131889500001451,"Alice C'Ceal Phelps Coombs. Papers, 1927-1929",MG,397,MG 397,,,,
spec00392,https://search.lib.uidaho.edu/UID:CP71131868660001451,"Intercollegiate Knights, Ball and Chain Chapter.  Records, 1932-1983",MG,398,MG 398,,university,,
spec00393,https://search.lib.uidaho.edu/UID:CP9956119601851,"Earl J. Larrison (Earl Junior). Papers, 1926-1987",MG,399,MG 399,,,,
spec00394,https://archiveswest.orbiscascade.org/ark:/80444/xv95388/,"James A. McClure. Records, 1966-1990",MG,400,MG 400,,,,
spec00395,https://search.lib.uidaho.edu/UID:CP71132084680001451,"Blister rust work in the far West : typescript, carbon.",MG,401,MG 401,,forestry,,
spec00396,https://archiveswest.orbiscascade.org/ark:/80444/xv85164,"Norma Dobler. Papers, 1961-1991",MG,402,MG 402,,,,
spec00397,https://archiveswest.orbiscascade.org/ark:/80444/xv17791,"Gerlough Family. Papers, 1900-1968",MG,403,MG 403,,,,
spec00398,https://archiveswest.orbiscascade.org/ark:/80444/xv50965,"Erwin Graue. Papers, 1927-1991",MG,404,MG 404,,,,
spec00399,https://archiveswest.orbiscascade.org/ark:/80444/xv83796,"Coalition for Central America. Records, 1979-1996",MG,405,MG 405,,,,
spec00400,https://search.lib.uidaho.edu/UID:CP71176618090001451,"Pacific Northwest Library Association. Records, 1969",MG,406,MG 406,,,,
spec00401,https://search.lib.uidaho.edu/UID:CP71176614080001451,"Forrest Anderson. Papers, 1969-1974",MG,407,MG 407,,,"correspondence,genealogy,poets and poetry",
spec00402,https://search.lib.uidaho.edu/UID:CP71176618350001451,"George Albert Rubedew. Papers, 1891-1977",MG,408,MG 408,,,,
spec00403,https://archiveswest.orbiscascade.org/ark:/80444/xv16422,"Burton F. Ellis. Papers, 1852-2000",MG,409,MG 409,,,,
spec00404,https://archiveswest.orbiscascade.org/ark:/80444/xv07006,"William E. Rawlings. Papers, 1932-1973",MG,410,MG 410,,,,
spec00405,https://archiveswest.orbiscascade.org/ark:/80444/xv49255/,"William A. Roth. Papers, 1971-2000",MG,411,MG 411,,,,
spec00406,https://archiveswest.orbiscascade.org/ark:/80444/xv82086,"F. Neely and Sons Garage. Records, 1931-1984",MG,412,MG 412,,,,
spec00407,https://archiveswest.orbiscascade.org/ark:/80444/xv42263/,"Bunker Hill/Pintlar Corporation. Records, 1887-1996",MG,413,MG 413,,mining,,
spec00408,https://archiveswest.orbiscascade.org/ark:/80444/xv19506,"Fletcher Fisheries. Collection, 1938-1998",MG,414,MG 414,,forestry,fishing and fisheries,
spec00409,https://archiveswest.orbiscascade.org/ark:/80444/xv27761/,"Latah County Oral History Project, 1971-1985",MG,415,MG 415,https://www.lib.uidaho.edu/digital/lcoh/,,,
spec00410,https://archiveswest.orbiscascade.org/ark:/80444/xv74801,"William Craig Donation Land Claim. Records, 1899-1919",MG,416,MG 416,,,,
spec00411,https://archiveswest.orbiscascade.org/ark:/80444/xv78182/,"Western Forest Insect Work Conference. Archives, 1909-1917 and 1949-2007 ",MG,417,MG 417,,forestry,,
spec00412,https://archiveswest.orbiscascade.org/ark:/80444/xv19790,"Charles Webbert. Papers, 1830-1981",MG,418,MG 418,,,,
spec00413,https://archiveswest.orbiscascade.org/ark:/80444/xv83154,"Carla Emery. Papers, 1957-2000",MG,419,MG 419,,,,
spec00414,https://archiveswest.orbiscascade.org/ark:/80444/xv74847,"George H. Curtis. Papers, 1908-1963",MG,420,MG 420,,,,
spec00415,https://archiveswest.orbiscascade.org/ark:/80444/xv46112,"Farragut College and Technical Institute. Records, 1946-1950",MG,421,MG 421,,,,
spec00416,,"The Wranglers.  Records, 1912-1992",MG,422,MG 422,,,,
spec00417,https://archiveswest.orbiscascade.org/ark:/80444/xv47848,"Albert Edward Whitehead. Papers, 1941-1990",MG,423,MG 423,,,,
spec00418,https://archiveswest.orbiscascade.org/ark:/80444/xv38504,"Gilbert H. Hogue. Papers, 1898-1952",MG,424,MG 424,,,,
spec00419,https://archiveswest.orbiscascade.org/ark:/80444/xv03387,"Albert M. McPherson. Papers, 1850-1961",MG,425,MG 425,,,,
spec00420,https://archiveswest.orbiscascade.org/ark:/80444/xv48086/,"James W. Martin Papers, 1930-1988",MG,426,MG 426,,,,
spec00421,https://archiveswest.orbiscascade.org/ark:/80444/xv41290/,"Inland Empire Christmas Tree Association. Records, 1965-2007",MG,427,MG 427,,,,
spec00422,https://archiveswest.orbiscascade.org/ark:/80444/xv21002/,"Idaho Home Economics Association. Records, 1920-1984",MG,428,MG 428,,,,
spec00423,https://archiveswest.orbiscascade.org/ark:/80444/xv30468/,"Howard B. Carpenter. Papers, 1904-1907",MG,429,MG 429,,forestry,,
spec00424,https://archiveswest.orbiscascade.org/ark:/80444/xv59338/,"Sigma Lambda Alpha Honorary. Records, 1972-2007 ",MG,430,MG 430,,university,,
spec00425,https://archiveswest.orbiscascade.org/ark:/80444/xv90206/,"Idaho Conservation League. Records, 1973-1999",MG,431,MG 431,,forestry,,
spec00426,https://archiveswest.orbiscascade.org/ark:/80444/xv82171/,"Maria Fraser. Papers, 1966-2000",MG,432,MG 432,,,,
spec00427,https://archiveswest.orbiscascade.org/ark:/80444/xv48843/,"John Osborn. Papers, 1979-1997",MG,433,MG 433,,,,
spec00428,https://archiveswest.orbiscascade.org/ark:/80444/xv86123/,"Larry W. Earl. Papers, 1975-1997",MG,434,MG 434,,,,
spec00429,https://archiveswest.orbiscascade.org/ark:/80444/xv17413/,"H. Tom Davis. Papers, 1961-1978",MG,435,MG 435,,,,
spec00430,https://archiveswest.orbiscascade.org/ark:/80444/xv79080/,"North Central Idaho Resource Advisory Committee. Records, 2001-2012 ",MG,436,MG 436,,,,
spec00431,https://archiveswest.orbiscascade.org/ark:/80444/xv22738/,"Ralph Maughan. Papers, 1971-1980",MG,437,MG 437,,,,
spec00432,https://archiveswest.orbiscascade.org/ark:/80444/xv69995/,"Idaho Environmental Council. Records, 1980-1995",MG,438,MG 438,,,,
spec00433,https://archiveswest.orbiscascade.org/ark:/80444/xv50894/,"Nelle Tobias. Papers, 1972-1989",MG,439,MG 439,,,,
spec00434,https://archiveswest.orbiscascade.org/ark:/80444/xv18060/,"Hornocker Wildlife Institute - Selway River Survey. Records, 1890-1998",MG,440,MG 440,,forestry,,
spec00435,https://archiveswest.orbiscascade.org/ark:/80444/xv03329/,"Randall Morris. Papers, 1984-1989",MG,441,MG 441,,,,
spec00436,https://archiveswest.orbiscascade.org/ark:/80444/xv88159/,"Doris Milner. Papers, 1963-1980",MG,442,MG 442,,forestry,,
spec00437,https://archiveswest.orbiscascade.org/ark:/80444/xv58972/,"Gerald A. Jayne. Papers, 1969-1991 ",MG,443,MG 443,,forestry,,
spec00438,https://archiveswest.orbiscascade.org/ark:/80444/xv15301/,"Roderick Sprague. Papers, 1800-2004",MG,444,MG 444,,,,
spec00439,https://archiveswest.orbiscascade.org/ark:/80444/xv10821/,"John Jobson. Papers, 1945-1979",MG,445,MG 445,,,,
spec00440,https://archiveswest.orbiscascade.org/ark:/80444/xv45608/,"William R. Meiners. Papers, 1965-1994",MG,446,MG 446,,forestry,,
spec00441,https://archiveswest.orbiscascade.org/ark:/80444/xv64080/,"Priest Lake Coalition. Records, 1981-1985",MG,447,MG 447,,,,
spec00442,https://archiveswest.orbiscascade.org/ark:/80444/xv29568/,"The Wilderness Society - Idaho Regional Office. Records, 1967-2004 ",MG,448,MG 448,,forestry,,
spec00443,https://archiveswest.orbiscascade.org/ark:/80444/xv52175/,"Conservation Reports and Publications, 1960-2009 ",MG,449,MG 449,,forestry,,
spec00444,https://archiveswest.orbiscascade.org/ark:/80444/xv31790/,"Morton R. Brigham. Papers, 1969-2001 ",MG,450,MG 450,,,,
spec00445,https://archiveswest.orbiscascade.org/ark:/80444/xv86740/,"William P. Cunningham. Papers, 1967-1974",MG,451,MG 451,,,,
spec00446,https://archiveswest.orbiscascade.org/ark:/80444/xv82250/,"River of No Return Wilderness Council. Records, 1973-1979",MG,452,MG 452,,,,
spec00447,https://archiveswest.orbiscascade.org/ark:/80444/xv39379/,"Moose Creek Ranger District. Historical Files, 1893-1995",MG,453,MG 453,,forestry,,
spec00448,https://archiveswest.orbiscascade.org/ark:/80444/xv28329/,"Collection on Stanton G. Fisher, 1877-1988",MG,454,MG 454,https://www.lib.uidaho.edu/digital/fisher/,,,
spec00449,https://archiveswest.orbiscascade.org/ark:/80444/xv22338/,"Betsy Thomas. Papers, 1918, 1960-2007",MG,455,MG 455,,,,
spec00450,https://archiveswest.orbiscascade.org/ark:/80444/xv96981/,"William A. Billingsley. Papers, Approximately 1940s, 1961-1993",MG,456,MG 456,,,,
spec00451,https://archiveswest.orbiscascade.org/ark:/80444/xv40829/,"Potlatch Corporation Historical Archives, 1900-2007",MG,457,MG 457,,forestry,,
spec00452,https://archiveswest.orbiscascade.org/ark:/80444/xv16268/,"Sources Related to the History of the Selway-Bitterroot Wilderness Area, 1896-1964 ",MG,458,MG 458,,forestry,,
spec00453,https://archiveswest.orbiscascade.org/ark:/80444/xv39776/,"Ernie Day. Photographs, 1964-1980",MG,459,MG 459,,,photographs,
spec00454,https://archiveswest.orbiscascade.org/ark:/80444/xv39697/,"Art Troutner. Collection, 1942-1987 ",MG,460,MG 460,,,,
spec00455,https://archiveswest.orbiscascade.org/ark:/80444/xv07461/,"Ronald W. Stark. Papers, 1950-1995",MG,462,MG 462,,forestry,,
spec00456,https://archiveswest.orbiscascade.org/ark:/80444/xv97680/,"Idaho Department of Lands, Forest Insects Files, circa 1962-1982",MG,463,MG 463,,forestry,,
spec00457,https://archiveswest.orbiscascade.org/ark:/80444/xv40856/,"USFS Pacific Southwest, Forest Insects Files, circa 1965-1983",MG,464,MG 464,,forestry,,
spec00458,https://archiveswest.orbiscascade.org/ark:/80444/xv15805/,"William E. Waters, Forest Insects Files, circa 1966-1989",MG,465,MG 465,,forestry,,
spec00459,https://archiveswest.orbiscascade.org/ark:/80444/xv11257/,"Forest Insects Reports, circa 1918-2003",MG,466,MG 466,,forestry,,
spec00460,https://archiveswest.orbiscascade.org/ark:/80444/xv10400,"Future Farmers of America (Idaho) Scrapbooks, 1929-2000",MG,467,MG 467,,university,,
spec00461,,Richard Naskali Papers,MG,468,MG 468,,,,
spec00462,https://archiveswest.orbiscascade.org/ark:/80444/xv895628/,Richard Dodson Collection on E.E. Smith and Science Fiction,MG,469,MG 469,,,,
spec00463,https://archiveswest.orbiscascade.org/ark:/80444/xv801360,Herman Ronnenberg papers,MG,472,MG 472,,,,
spec00464,https://archiveswest.orbiscascade.org/ark:/80444/xv551482,Raymond and Helen Gatlin papers,MG,473,MG 473,,,,
spec00465,https://archiveswest.orbiscascade.org/ark:/80444/xv320434,Idaho-Washington Concert Chorale publications,MG,474,MG 474,,,,
spec00466,https://archiveswest.orbiscascade.org/ark:/80444/xv269408,Leonard Loring papers,MG,475,MG 475,,,,
spec00467,https://archiveswest.orbiscascade.org/ark:/80444/xv467498,Preston L. Mabe papers,MG,476,MG 476,,,,
spec00468,https://archiveswest.orbiscascade.org/ark:/80444/xv852110/,Frederic C. Church dance card collection,MG,477,MG 477,,,,
spec00469,https://archiveswest.orbiscascade.org/ark:/80444/xv707396/,Tom Kovalicky Papers,MG,478,MG 478,,,,
spec00470,https://archiveswest.orbiscascade.org/ark:/80444/xv968596/,Oral Histories of North Central Idaho,MG,479,MG 479,,,,
spec00471,https://archiveswest.orbiscascade.org/ark:/80444/xv466308/,"Katherine Aiken Collection on Idaho Mining Companies, 1892-2014",MG,480,MG 480,,,,
spec00472,https://archiveswest.orbiscascade.org/ark:/80444/xv407439/,Mary Kirkwood papers,MG,481,MG 481,,,,
spec00473,https://archiveswest.orbiscascade.org/ark:/80444/xv359984/,Craig Mountain Forest Protective District Records,MG,482,MG 482,,,,
spec00474,https://archiveswest.orbiscascade.org/ark:/80444/xv298888/,Thomas Consolidated and New Rainbow Mining Co. Papers,MG,483,MG 483,,,,
spec00475,https://archiveswest.orbiscascade.org/ark:/80444/xv267608/ ,Robert Seale papers,MG,484,MG 484,,,,
spec00476,https://archiveswest.orbiscascade.org/ark:/80444/xv217712/,Sunshine Mining Company Records,MG,485,MG 485,,,,
spec00477,https://archiveswest.orbiscascade.org/ark:/80444/xv621825/,Union Warehouse and Mercantile Co. (Craigmost Grange Supply Co.) Records,MG,486,MG 486,,,,
spec00478,https://archiveswest.orbiscascade.org/ark:/80444/xv673919,Fourt Family papers,MG,487,MG 487,,,,
spec00479,,Frank Crowley mining records,MG,488,MG 488,,,,
spec00480,,Beta Theta Pi Collection,MG,489,MG 489,,,,
spec00481,https://search.lib.uidaho.edu/UID:CP71162158540001451,"George B. Fraser. Letter to Frank H. Buhl, Nov. 5, 1909",MG,5001,MG 5001,,,,
spec00482,https://search.lib.uidaho.edu/UID:CP71162158250001451,"Alene Long, Webster-Ashburton Treaty and Its Relation to the Oregon Question, 1926.",MG,5002,MG 5002,,,,
spec00483,https://search.lib.uidaho.edu/UID:CP71162158390001451,"Hazel Mary Roe, The Great Emigration of 1843, 1925.",MG,5003,MG 5003,,,,
spec00484,https://search.lib.uidaho.edu/UID:CP71162155380001451,Mary E. Belknap Forney. History of the Moscow public library,MG,5004,MG 5004,,,,
spec00485,https://search.lib.uidaho.edu/UID:CP71167426580001451,"Andrew Carnegie Letters, 1904-1905",MG,5005,MG 5005,,,,
spec00486,https://search.lib.uidaho.edu/UID:CP71162155350001451,"United States, President (1869-1877 : Grant)., Commission appointing Henry W. Moulton United States Marshall for the Territory of Idaho, April 9, 1869 signed by Ulysses S. Grant.",MG,5006,MG 5006,,,,
spec00487,https://search.lib.uidaho.edu/UID:CP71162155410001451,David C. Carlson. A report upon the need for naval literature in the University of Idaho Library,MG,5007,MG 5007,,,,
spec00488,https://search.lib.uidaho.edu/UID:CP71162155650001451,"James Harvey Forney. First steps toward establishing a law school at the University of Idaho, 1908",MG,5008,MG 5008,,,,
spec00489,https://search.lib.uidaho.edu/UID:CP71181869610001451,"Ronald Ernest Magden, The political background of the location of the University of Idaho, July 30, 1954",MG,5009,MG 5009,,,,
spec00490,https://search.lib.uidaho.edu/UID:CP71181888520001451,"Speeches presented on the occasion of the fortieth anniversary of the founding of the University of Idaho, Oct. 12, 1932.",MG,5010,MG 5010,,,,
spec00491,https://search.lib.uidaho.edu/UID:CP71180118890001451,"Idaho Territory. Governor (1885-1889 : Stevenson), Letters, |f Jan. 29-Feb. 7, 1889.",MG,5011,MG 5011,,,,
spec00492,https://search.lib.uidaho.edu/UID:CP71181873300001451,"Council Bill no. 20, An act to establish the University of Idaho, 1889",MG,5012,MG 5012,,,,
spec00493,https://search.lib.uidaho.edu/UID:CP71161722630001451,"Robert Newell, Letter : Lewiston, Idaho Territory, to Medorem Crawford, Feb. 8, 1869.",MG,5013,MG 5013,,,,
spec00494,https://search.lib.uidaho.edu/UID:CP71121660820001451,"Robert Miliken, Papers, 1892-1962.",MG,5014,MG 5014,,,,
spec00495,https://search.lib.uidaho.edu/UID:CP71180132390001451,"University of Idaho Chrisman Recognition Committee, Records, 1934-1939.",MG,5015,MG 5015,,,,
spec00496,https://search.lib.uidaho.edu/UID:CP71101087850001451,"University of Idaho Tower Clock Fund, Record book, 1916-1918.",MG,5016,MG 5016,,,,
spec00497,https://search.lib.uidaho.edu/UID:CP71161724370001451,"Benjamin W. Oppenheim, Memoranda and notes on reorganization of Idaho's state government, 1919.",MG,5017,MG 5017,,,,
spec00498,https://search.lib.uidaho.edu/UID:CP71180148540001451,"Jay Glover Eldridge. Papers, 1915-1976",MG,5018,MG 5018,,,,
spec00499,https://search.lib.uidaho.edu/UID:CP71161739690001451,"Julia A. Moore, Letter, Mar. 30, 1906.",MG,5019,MG 5019,,,,
spec00500,https://search.lib.uidaho.edu/UID:CP71161738830001451,"D. R. Peeler, Letter : to W.S. Lewis, Spokane, May 24, 1916.",MG,5020,MG 5020,,,,
spec00501,https://search.lib.uidaho.edu/UID:CP71180123720001451,"Bundles for Britain. Papers, 1941",MG,5021,MG 5021,,,,
spec00502,https://search.lib.uidaho.edu/UID:CP71113885880001451,"Hazel Morrow, Papers, Sept. 24 - Nov. 4, 1907.",MG,5022,MG 5022,,,,
spec00503,https://search.lib.uidaho.edu/UID:CP71102358100001451,"Sara Annette Bowman. Flowers and Fields Around Moscow : Portfolio, 1904",MG,5023,MG 5023,,,,
spec00504,https://search.lib.uidaho.edu/UID:CP71161136340001451,"Walter B. Lemon, Deed, Aug. 7, 1912.",MG,5024,MG 5024,,,,
spec00505,https://search.lib.uidaho.edu/UID:CP71128434280001451,"Recovery of gold and silver values from ores of Republic District, Stevens County, Washington",MG,5025,MG 5025,,,,
spec00506,https://search.lib.uidaho.edu/UID:CP71128423190001451,Jack Buckholz. James K. Polk and his part in the winning of Oregon,MG,5026,MG 5026,,,,
spec00507,https://search.lib.uidaho.edu/UID:CP71105293080001451,"Ruth Montgomery, Peter H. Burnett term paper",MG,5027,MG 5027,,,,
spec00508,https://search.lib.uidaho.edu/UID:CP71105294920001451,Study of relation between size of particles and extraction by cyanide on various ores.,MG,5028,MG 5028,,,,
spec00509,https://search.lib.uidaho.edu/UID:CP71105298010001451,Emmit Aston. Oral history interview,MG,5029,MG 5029,,,,
spec00510,https://search.lib.uidaho.edu/UID:CP71105261520001451,"Della Palmer, Jesse Applegate term paper, 1924.",MG,5030,MG 5030,,,,
spec00511,https://search.lib.uidaho.edu/UID:CP71177371820001451,"Francis Baker, Laney, Papers, 1930-1931.",MG,5031,MG 5031,,,,
spec00512,https://search.lib.uidaho.edu/UID:CP71151618010001451,"Ethelbert Patterson Oliphant, Opinions, Dec. 31, 1861.",MG,5032,MG 5032,,,,
spec00513,https://search.lib.uidaho.edu/UID:CP71105274790001451,"Olevia Smith, Idaho's first lady of the press, term paper on Margaret (Cobb) Ailshie",MG,5033,MG 5033,,,,
spec00514,https://search.lib.uidaho.edu/UID:CP71177372180001451,"Mary E., Hastings, Holograph, Feb. 7, 1927.",MG,5034,MG 5034,,,,
spec00515,https://search.lib.uidaho.edu/UID:CP71177374330001451,"Salmon Oliver Levinson, Articles, 1929-1943.",MG,5035,MG 5035,,,,
spec00516,https://search.lib.uidaho.edu/UID:CP71177374170001451,"J. David Soper, Letters, 1963.",MG,5036,MG 5036,,,,
spec00517,https://search.lib.uidaho.edu/UID:CP71180148620001451,"Charles A. Webbert, Correspondence, 1955-1956.",MG,5037,MG 5037,,,,
spec00518,https://search.lib.uidaho.edu/UID:CP71105251030001451,"R. M. Wetherell, Letter, Mountain Home (Idaho), to Tom Heath, Boise, Jan. 23, 1961.",MG,5038,MG 5038,,,,
spec00519,https://search.lib.uidaho.edu/UID:CP71127915820001451,"William L. Spalding, Letter : Florence (Idaho), to H.K. Moore, Moscow, Feb. 10, 1901.",MG,5039,MG 5039,,,,
spec00520,https://search.lib.uidaho.edu/UID:CP71127911490001451,"Frank L. White, Deed, May 14, 1891.",MG,5040,MG 5040,,,,
spec00521,https://search.lib.uidaho.edu/UID:CP71127913040001451,"Frank L. Rinearson, Indenture, Aug. 26, 1911.",MG,5041,MG 5041,,,,
spec00522,https://search.lib.uidaho.edu/UID:CP71182437230001451,"Moscow (Idaho). Moscow Cemetery., Bill of sale, Dec. 12, 1896.",MG,5042,MG 5042,,,,
spec00523,https://search.lib.uidaho.edu/UID:CP71177380170001451,"M.G. Arnold. Correspondence October 17-19, 1966",MG,5043,MG 5043,,,,
spec00524,https://search.lib.uidaho.edu/UID:CP71177399330001451,"Homer David. Papers, 1941-1971",MG,5044,MG 5044,,,,
spec00525,https://search.lib.uidaho.edu/UID:CP71127890960001451,"Idaho Territory. Governor (1863-1864 : Wallace), Proclamation, July 10, 1863.",MG,5045,MG 5045,,,,
