link,title,type,number,digital-collection
http://archiveswest.orbiscascade.org/ark:/80444/xv46112,"Farragut College and Technical Institute. Records, 1946-1950",MG,421,
,"The Wranglers.  Records, 1912-1992",MG,422,
http://archiveswest.orbiscascade.org/ark:/80444/xv47848,"Albert Edward Whitehead. Papers, 1941-1990",MG,423,
http://archiveswest.orbiscascade.org/ark:/80444/xv38504,"Gilbert H. Hogue. Papers, 1898-1952",MG,424,
http://archiveswest.orbiscascade.org/ark:/80444/xv03387,"Albert M. McPherson. Papers, 1850-1961",MG,425,
http://archiveswest.orbiscascade.org/ark:/80444/xv48086/,"James W. Martin Papers, 1930-1988",MG,426,
http://archiveswest.orbiscascade.org/ark:/80444/xv41290/,"Inland Empire Christmas Tree Association. Records, 1965-2007",MG,427,
http://archiveswest.orbiscascade.org/ark:/80444/xv21002/,"Idaho Home Economics Association. Records, 1920-1984",MG,428,
http://archiveswest.orbiscascade.org/ark:/80444/xv30468/,"Howard B. Carpenter. Papers, 1904-1907",MG,429,
http://archiveswest.orbiscascade.org/ark:/80444/xv59338/,"Sigma Lambda Alpha Honorary. Records, 1972-2007 ",MG,430,
http://archiveswest.orbiscascade.org/ark:/80444/xv90206/,"Idaho Conservation League. Records, 1973-1999",MG,431,
http://archiveswest.orbiscascade.org/ark:/80444/xv82171/,"Maria Fraser. Papers, 1966-2000",MG,432,
http://archiveswest.orbiscascade.org/ark:/80444/xv48843/,"John Osborn. Papers, 1979-1997",MG,433,
http://archiveswest.orbiscascade.org/ark:/80444/xv86123/,"Larry W. Earl. Papers, 1975-1997",MG,434,
http://archiveswest.orbiscascade.org/ark:/80444/xv17413/,"H. Tom Davis. Papers, 1961-1978",MG,435,
http://archiveswest.orbiscascade.org/ark:/80444/xv79080/,"North Central Idaho Resource Advisory Committee. Records, 2001-2012 ",MG,436,
http://archiveswest.orbiscascade.org/ark:/80444/xv22738/,"Ralph Maughan. Papers, 1971-1980",MG,437,
http://archiveswest.orbiscascade.org/ark:/80444/xv69995/,"Idaho Environmental Council. Records, 1980-1995",MG,438,
http://archiveswest.orbiscascade.org/ark:/80444/xv50894/,"Nelle Tobias. Papers, 1972-1989",MG,439,
http://archiveswest.orbiscascade.org/ark:/80444/xv18060/,"Hornocker Wildlife Institute - Selway River Survey. Records, 1890-1998",MG,440,
http://archiveswest.orbiscascade.org/ark:/80444/xv03329/,"Randall Morris. Papers, 1984-1989",MG,441,
http://archiveswest.orbiscascade.org/ark:/80444/xv88159/,"Doris Milner. Papers, 1963-1980",MG,442,
http://archiveswest.orbiscascade.org/ark:/80444/xv58972/,"Gerald A. Jayne. Papers, 1969-1991 ",MG,443,
http://archiveswest.orbiscascade.org/ark:/80444/xv15301/,"Roderick Sprague. Papers, 1800-2004",MG,444,
http://archiveswest.orbiscascade.org/ark:/80444/xv10821/,"John Jobson. Papers, 1945-1979",MG,445,
http://archiveswest.orbiscascade.org/ark:/80444/xv45608/,"William R. Meiners. Papers, 1965-1994",MG,446,
http://archiveswest.orbiscascade.org/ark:/80444/xv64080/,"Priest Lake Coalition. Records, 1981-1985",MG,447,
http://archiveswest.orbiscascade.org/ark:/80444/xv29568/,"The Wilderness Society - Idaho Regional Office. Records, 1967-2004 ",MG,448,
http://archiveswest.orbiscascade.org/ark:/80444/xv52175/,"Conservation Reports and Publications, 1960-2009 ",MG,449,
http://archiveswest.orbiscascade.org/ark:/80444/xv31790/,"Morton R. Brigham. Papers, 1969-2001 ",MG,450,
http://archiveswest.orbiscascade.org/ark:/80444/xv86740/,"William P. Cunningham. Papers, 1967-1974",MG,451,
http://archiveswest.orbiscascade.org/ark:/80444/xv82250/,"River of No Return Wilderness Council. Records, 1973-1979",MG,452,
http://archiveswest.orbiscascade.org/ark:/80444/xv39379/,"Moose Creek Ranger District. Historical Files, 1893-1995",MG,453,
http://archiveswest.orbiscascade.org/ark:/80444/xv28329/,"Collection on Stanton G. Fisher, 1877-1988",MG,454,http://digital.lib.uidaho.edu/cdm/search/collection/fisher
http://archiveswest.orbiscascade.org/ark:/80444/xv22338/,"Betsy Thomas. Papers, 1918, 1960-2007",MG,455,
http://archiveswest.orbiscascade.org/ark:/80444/xv96981/,"William A. Billingsley. Papers, Approximately 1940s, 1961-1993",MG,456,
http://archiveswest.orbiscascade.org/ark:/80444/xv40829/,"Potlatch Corporation Historical Archives, 1900-2007",MG,457,
http://archiveswest.orbiscascade.org/ark:/80444/xv16268/,"Sources Related to the History of the Selway-Bitterroot Wilderness Area, 1896-1964 ",MG,458,
http://archiveswest.orbiscascade.org/ark:/80444/xv39776/,"Ernie Day. Photographs, 1964-1980",MG,459,
http://archiveswest.orbiscascade.org/ark:/80444/xv39697/,"Art Troutner. Collection, 1942-1987 ",MG,460,
,Tom Kramer Collection on Jazz,MG,461,
http://archiveswest.orbiscascade.org/ark:/80444/xv07461/,"Ronald W. Stark. Papers, 1950-1995",MG,462,
http://archiveswest.orbiscascade.org/ark:/80444/xv97680/,"Idaho Department of Lands, Forest Insects Files, circa 1962-1982",MG,463,
http://archiveswest.orbiscascade.org/ark:/80444/xv40856/,"USFS Pacific Southwest, Forest Insects Files, circa 1965-1983",MG,464,
http://archiveswest.orbiscascade.org/ark:/80444/xv15805/,"William E. Waters, Forest Insects Files, circa 1966-1989",MG,465,
http://archiveswest.orbiscascade.org/ark:/80444/xv11257/,"Forest Insects Reports, circa 1918-2003",MG,466,
http://archiveswest.orbiscascade.org/ark:/80444/xv10400,"Future Farmers of America (Idaho) Scrapbooks, 1929-2000",MG,467,
,Richard Naskali Papers,MG,468,
http://archiveswest.orbiscascade.org/ark:/80444/xv895628/,Richard Dodson Collection on E.E. Smith and Science Fiction,MG,469,
http://search.lib.uidaho.edu/UID:CP71162158540001451,"George B. Fraser. Letter to Frank H. Buhl, Nov. 5, 1909",MG,5001,
http://search.lib.uidaho.edu/UID:CP71162158250001451,"Alene Long, Webster-Ashburton Treaty and Its Relation to the Oregon Question, 1926.",MG,5002,
http://search.lib.uidaho.edu/UID:CP71162158390001451,"Hazel Mary Roe, The Great Emigration of 1843, 1925.",MG,5003,
http://search.lib.uidaho.edu/UID:CP71162155380001451,Mary E. Belknap Forney. History of the Moscow public library,MG,5004,
http://search.lib.uidaho.edu/UID:CP71167426580001451,"Andrew Carnegie Letters, 1904-1905",MG,5005,
http://search.lib.uidaho.edu/UID:CP71162155350001451,"United States, President (1869-1877 : Grant)., Commission appointing Henry W. Moulton United States Marshall for the Territory of Idaho, April 9, 1869 signed by Ulysses S. Grant.",MG,5006,
http://search.lib.uidaho.edu/UID:CP71162155410001451,David C. Carlson. A report upon the need for naval literature in the University of Idaho Library,MG,5007,
http://search.lib.uidaho.edu/UID:CP71162155650001451,"James Harvey Forney. First steps toward establishing a law school at the University of Idaho, 1908",MG,5008,
http://search.lib.uidaho.edu/UID:CP71181869610001451,"Ronald Ernest Magden, The political background of the location of the University of Idaho, July 30, 1954",MG,5009,
http://search.lib.uidaho.edu/UID:CP71181888520001451,"Speeches presented on the occasion of the fortieth anniversary of the founding of the University of Idaho, Oct. 12, 1932.",MG,5010,
http://search.lib.uidaho.edu/UID:CP71180118890001451,"Idaho Territory. Governor (1885-1889 : Stevenson), Letters, |f Jan. 29-Feb. 7, 1889.",MG,5011,
http://search.lib.uidaho.edu/UID:CP71181873300001451,"Council Bill no. 20, An act to establish the University of Idaho, 1889",MG,5012,
http://search.lib.uidaho.edu/UID:CP71161722630001451,"Robert Newell, Letter : Lewiston, Idaho Territory, to Medorem Crawford, Feb. 8, 1869.",MG,5013,
http://search.lib.uidaho.edu/UID:CP71121660820001451,"Robert Miliken, Papers, 1892-1962.",MG,5014,
http://search.lib.uidaho.edu/UID:CP71180132390001451,"University of Idaho Chrisman Recognition Committee, Records, 1934-1939.",MG,5015,
http://search.lib.uidaho.edu/UID:CP71101087850001451,"University of Idaho Tower Clock Fund, Record book, 1916-1918.",MG,5016,
http://search.lib.uidaho.edu/UID:CP71161724370001451,"Benjamin W. Oppenheim, Memoranda and notes on reorganization of Idaho's state government, 1919.",MG,5017,
http://search.lib.uidaho.edu/UID:CP71180148540001451,"Jay Glover Eldridge. Papers, 1915-1976",MG,5018,
http://search.lib.uidaho.edu/UID:CP71161739690001451,"Julia A. Moore, Letter, Mar. 30, 1906.",MG,5019,
http://search.lib.uidaho.edu/UID:CP71161738830001451,"D. R. Peeler, Letter : to W.S. Lewis, Spokane, May 24, 1916.",MG,5020,
http://search.lib.uidaho.edu/UID:CP71180123720001451,"Bundles for Britain. Papers, 1941",MG,5021,
http://search.lib.uidaho.edu/UID:CP71113885880001451,"Hazel Morrow, Papers, Sept. 24 - Nov. 4, 1907.",MG,5022,
http://search.lib.uidaho.edu/UID:CP71102358100001451,"Sara Annette Bowman. Flowers and Fields Around Moscow : Portfolio, 1904",MG,5023,
http://search.lib.uidaho.edu/UID:CP71161136340001451,"Walter B. Lemon, Deed, Aug. 7, 1912.",MG,5024,
http://search.lib.uidaho.edu/UID:CP71128434280001451,"Recovery of gold and silver values from ores of Republic District, Stevens County, Washington",MG,5025,
http://search.lib.uidaho.edu/UID:CP71128423190001451,Jack Buckholz. James K. Polk and his part in the winning of Oregon,MG,5026,
http://search.lib.uidaho.edu/UID:CP71105293080001451,"Ruth Montgomery, Peter H. Burnett term paper",MG,5027,
http://search.lib.uidaho.edu/UID:CP71105294920001451,Study of relation between size of particles and extraction by cyanide on various ores.,MG,5028,
http://search.lib.uidaho.edu/UID:CP71105298010001451,Emmit Aston. Oral history interview,MG,5029,
http://search.lib.uidaho.edu/UID:CP71105261520001451,"Della Palmer, Jesse Applegate term paper, 1924.",MG,5030,
http://search.lib.uidaho.edu/UID:CP71177371820001451,"Francis Baker, Laney, Papers, 1930-1931.",MG,5031,
http://search.lib.uidaho.edu/UID:CP71151618010001451,"Ethelbert Patterson Oliphant, Opinions, Dec. 31, 1861.",MG,5032,
http://search.lib.uidaho.edu/UID:CP71105274790001451,"Olevia Smith, Idaho's first lady of the press, term paper on Margaret (Cobb) Ailshie",MG,5033,
http://search.lib.uidaho.edu/UID:CP71177372180001451,"Mary E., Hastings, Holograph, Feb. 7, 1927.",MG,5034,
http://search.lib.uidaho.edu/UID:CP71177374330001451,"Salmon Oliver Levinson, Articles, 1929-1943.",MG,5035,
http://search.lib.uidaho.edu/UID:CP71177374170001451,"J. David Soper, Letters, 1963.",MG,5036,
http://search.lib.uidaho.edu/UID:CP71180148620001451,"Charles A. Webbert, Correspondence, 1955-1956.",MG,5037,
http://search.lib.uidaho.edu/UID:CP71105251030001451,"R. M. Wetherell, Letter, Mountain Home (Idaho), to Tom Heath, Boise, Jan. 23, 1961.",MG,5038,
http://search.lib.uidaho.edu/UID:CP71127915820001451,"William L. Spalding, Letter : Florence (Idaho), to H.K. Moore, Moscow, Feb. 10, 1901.",MG,5039,
http://search.lib.uidaho.edu/UID:CP71127911490001451,"Frank L. White, Deed, May 14, 1891.",MG,5040,
http://search.lib.uidaho.edu/UID:CP71127913040001451,"Frank L. Rinearson, Indenture, Aug. 26, 1911.",MG,5041,
http://search.lib.uidaho.edu/UID:CP71182437230001451,"Moscow (Idaho). Moscow Cemetery., Bill of sale, Dec. 12, 1896.",MG,5042,
http://search.lib.uidaho.edu/UID:CP71177380170001451,"M.G. Arnold. Correspondence October 17-19, 1966",MG,5043,
http://search.lib.uidaho.edu/UID:CP71177399330001451,"Homer David. Papers, 1941-1971",MG,5044,
http://search.lib.uidaho.edu/UID:CP71127890960001451,"Idaho Territory. Governor (1863-1864 : Wallace), Proclamation, July 10, 1863.",MG,5045,
http://search.lib.uidaho.edu/UID:CP71175168780001451,"William Whiteman, Letter, May 15, 1864.",MG,5046,
http://search.lib.uidaho.edu/UID:CP71177388950001451,"Walter A., Graydon, Letters, Mar. 30, 1965-May 22, 1967.",MG,5047,
http://search.lib.uidaho.edu/UID:CP71177370750001451,"Lee F. (Lee Franklin) Zimmerman, Papers, 1928-1956.",MG,5048,
http://search.lib.uidaho.edu/UID:CP71175169680001451,"William Peters Reeves, Letter : Kenyon College, Gambier, Ohio, to James Wilson Bright, Mar. 18, 1916.",MG,5049,
http://search.lib.uidaho.edu/UID:CP71101475080001451,"Edmond S. Meany, (Edmond Stephen), Letter : Seattle, to U.A.H. Greene, Fine Arts Bindery, Chicago, Apr. 11, 1911.",MG,5050,
http://search.lib.uidaho.edu/UID:CP71175169370001451,"Thomas Ray, Hamer, Letter, to W.H. Witty, Mar. 12, 1910.",MG,5051,
http://search.lib.uidaho.edu/UID:CP71175153610001451,"Duncan Mills, Letter, May 12, 1916.",MG,5052,
http://search.lib.uidaho.edu/UID:CP71113886100001451,Benjamin E. Bush. Papers 1899-1931,MG,5053,
http://search.lib.uidaho.edu/UID:CP71175154380001451,"H. C. Smith, Letter : Danville, Miss., to Eliza Atherton, Elmwood, Ill., June 11, 1862.",MG,5054,
http://search.lib.uidaho.edu/UID:CP71107953410001451,"T. M. Marshall, Letter : Moscow, Idaho, to Charles Elliott, Alameda, Calif., Mar. 18, 1917.",MG,5055,
http://search.lib.uidaho.edu/UID:CP71113886610001451,"William C. Moore, Papers, 1953.",MG,5056,
http://search.lib.uidaho.edu/UID:CP71113895490001451,"Paul Rochat, Papers, 1889-1908.",MG,5057,
http://search.lib.uidaho.edu/UID:CP7194440860001451,George Chant. Indenture,MG,5058,
http://search.lib.uidaho.edu/UID:CP71113893530001451,"George M. Shearer, Papers, 1875-1879.",MG,5059,
http://search.lib.uidaho.edu/UID:CP71107952090001451,"Washington Territory Governor (1861-1862 : Turney), Letter : Olympia, Wash., to Richard S. Fisher, Jan. 6, 1862.",MG,5060,
http://search.lib.uidaho.edu/UID:CP71113892060001451,"William., Kiele, Letters, Kooskia, Idaho, to Eugene Hart, Nov. 6, 1933-Oct. 14, 1936.",MG,5061,
http://search.lib.uidaho.edu/UID:CP71107932280001451,"Ilo (Idaho). Business Men's League., Subscription list, Dec. 7, 1909.",MG,5062,
http://search.lib.uidaho.edu/UID:CP71113890560001451,"Robert C. Strom, Deeds, 1898-1953.",MG,5063,
http://search.lib.uidaho.edu/UID:CP71135045610001451,"Prairie Register (Firm : Ilo, Idaho), Records, 1907-1909.",MG,5064,
http://search.lib.uidaho.edu/UID:CP71115100540001451,"Idaho Territory. Governor (1866-1870 : Ballard), Letter, Boise City, Idaho Territory, to Ulysses S. Grant, Apr. 18, 1870.",MG,5065,
http://search.lib.uidaho.edu/UID:CP71139860570001451,"United States, Bureau of Indian Affairs, Lapwai Agency., Letters, 1864-1909.",MG,5066,
http://search.lib.uidaho.edu/UID:CP71139861830001451,"Almon Asbury Lieuallen , Papers, 1883-1884.",MG,5067,
http://search.lib.uidaho.edu/UID:CP71139862220001451,"First Congregational Church of Westlake (Westlake, Idaho), Records, 1904-1915",MG,5068,
http://search.lib.uidaho.edu/UID:CP71139865460001451,"John B. West, Papers, Mar. 12, 1896 - Dec. 28, 1896.",MG,5069,
http://search.lib.uidaho.edu/UID:CP71107949730001451,"Clarice Moody, Sampson Constitutional government In the time of Elizabeth I and Elizabeth II, term paper, 1952",MG,5070,
http://search.lib.uidaho.edu/UID:CP71139864710001451,"Evan Evans. Correspondence, 1931-1956",MG,5071,
http://search.lib.uidaho.edu/UID:CP71139842610001451,"Ann Wheelock, Papers, 1978.",MG,5072,
http://search.lib.uidaho.edu/UID:CP71107936300001451,"Roger Root, Short analysis of Senator Henry Jackson's campaign in the 1976 New York primary, 1976.",MG,5073,
http://search.lib.uidaho.edu/UID:CP71139846350001451,"William S. Miller, Correspondence, May 31 - Nov. 20, 1898.",MG,5074,
http://search.lib.uidaho.edu/UID:CP71103839910001451,"Bunker Hill and Sullivan Mining and Concentrating Company. Affidavits, Mar. 31-Apr. 1, 1905.",MG,5075,
http://search.lib.uidaho.edu/UID:CP71124413600001451,"Walter Scott, Letter, November 5, 1811",MG,5076,
http://search.lib.uidaho.edu/UID:CP9947730201851,"University of Idaho Athletic Association, Agreement, 1898",MG,5077,
http://search.lib.uidaho.edu/UID:CP71103837720001451,"Seminarium Botanicum. University of Idaho Chapter, Records, 1958-1963.",MG,5078,
http://search.lib.uidaho.edu/UID:CP71107932470001451,"Idaho Agricultural Experiment Station., Value of agricultural research in Idaho, Scrapbook, 1962.",MG,5079,
http://search.lib.uidaho.edu/UID:CP71103848370001451,"David Cochran. Correspondence, 1976",MG,5080,
http://search.lib.uidaho.edu/UID:CP71103855950001451,"James Harvey Forney. Letters, 1875-1881",MG,5081,
http://search.lib.uidaho.edu/UID:CP71107914640001451,"John Mullan, Letter, Washington, D.C., to Henry R. Kohlhauff, Aug. 19, 1886.",MG,5082,
http://search.lib.uidaho.edu/UID:CP71103846510001451,"University Club (Moscow, Idaho), Guest book and memoir, 1922-1983.",MG,5083,
http://search.lib.uidaho.edu/UID:CP71155920070001451,"John Hugh McCallie, Land patent papers, 1882-1891.",MG,5084,
http://search.lib.uidaho.edu/UID:CP71113895550001451,"Margaret Bryan McCallie Moore, Entrance examination papers, 1892-1898.",MG,5085,
http://search.lib.uidaho.edu/UID:CP71113725500001451,"Edward Robert Chisman. Letter to Sergeant Boyd, 1898",MG,5086,
http://search.lib.uidaho.edu/UID:CP71113722710001451,"Collier H . Buffington. Letter to Ray Johnson Aug. 12, 1914",MG,5087,
http://search.lib.uidaho.edu/UID:CP71113737890001451,"Effie, Letter, Bedford, England, to Pecky, Nov. 2, 1914",MG,5088,
http://search.lib.uidaho.edu/UID:CP71155926170001451,"Arthur Sylvester Howe, Papers, Mar. 2, 1930 - Mar. 2, 1932.",MG,5089,
http://search.lib.uidaho.edu/UID:CP71113737510001451,"John Kirk Townsend, Manuscript, Apr. 11, 1836.",MG,5090,
http://search.lib.uidaho.edu/UID:CP71139839920001451,"Frank F. Fraser. Letter to John Sekulic, Mullan, Idaho, Jan. 12, 1944",MG,5091,
http://search.lib.uidaho.edu/UID:CP71155927060001451,"Bunker Chance Mining Company. Papers, 1931-1937",MG,5092,
http://search.lib.uidaho.edu/UID:CP71155959490001451,"David Memorial Carillon Papers, 1964",MG,5093,
http://search.lib.uidaho.edu/UID:CP71113332460001451,Stanley F. Bjorklund. Merle Richard Craner : Exponent and Proponent of Change,MG,5094,
http://search.lib.uidaho.edu/UID:CP71155958920001451,"John O. Levinson, Letters, Chicago, Ill., to Mary Louise Perrine, Moscow, Idaho, Nov. 22 - Dec. 15, 1972.",MG,5095,
http://search.lib.uidaho.edu/UID:CP71105115980001451,Ludwig S. Gerlough,MG,5096,
http://search.lib.uidaho.edu/UID:CP71105111330001451,Clarence Brown. Bum's Second Thought,MG,5097,
http://search.lib.uidaho.edu/UID:CP71155958560001451,"Myra I. Moody, Papers, 1903-1913.",MG,5098,
http://search.lib.uidaho.edu/UID:CP71141915050001451,"Idaho Agricultural Experiment Station (Parma, Idaho), Subscription list",MG,5099,
http://search.lib.uidaho.edu/UID:CP71116319240001451,"University of Idaho Filipino Boys Club Program, May 10, 1936.",MG,5100,
http://search.lib.uidaho.edu/UID:CP71139867650001451,"Edward Taylor, Letter, Angeles, Luzon, Philippines, to Wylie A. Lauder, Moscow, Idaho, Oct. 22, 1899.",MG,5101,
http://search.lib.uidaho.edu/UID:CP7194441170001451,"Mason A. Cornwall. Stock certificate of the Latah County Agricultural Fair Association, 1888",MG,5102,
http://search.lib.uidaho.edu/UID:CP71139841230001451,"Hardit Singh Dhillon. Letter to Warren Olson, 1976",MG,5103,
http://search.lib.uidaho.edu/UID:CP71112197500001451,"Idaho. Governor (1977 - : Evans), Proclamation, Sept. 25, 1981.",MG,5104,
http://search.lib.uidaho.edu/UID:CP71155941870001451,"Loyal P. Brown. Speeches, June 13, 1888-June 13, 1889",MG,5105,
http://search.lib.uidaho.edu/UID:CP71139840410001451,"Religious Emphasis Week : Profile : Scrapbook, University of Idaho, Moscow, Idaho, Feb. 26 - Mar. 4, 1950.",MG,5106,
http://search.lib.uidaho.edu/UID:CP71158342120001451,"Pettyjohn Symposium (1980 : Pullman, Wash.), Changing historiography for the Pacific Northwest, 1980.",MG,5107,
http://search.lib.uidaho.edu/UID:CP71158342120001451,John Henderson Dills. My Work Among The Nez Perce Indians,MG,5108,
http://search.lib.uidaho.edu/UID:CP71155953440001451,"Arthur Lakes, Reports, Mar. 14, 1945 - Mar. 20, 1948.",MG,5109,
http://search.lib.uidaho.edu/UID:CP71158341850001451,Georgette Amos. Moscow Then And Now: Mostly Then,MG,5110,
http://search.lib.uidaho.edu/UID:CP71148985390001451,"Debra M., Hoffman, History of the South Thorn Creek School, 1875-1936, Apr. 30, 1984",MG,5111,
http://search.lib.uidaho.edu/UID:CP71148986130001451,"Dennis., Kimberling, History of Paradise Ridge before 1960.",MG,5112,
http://search.lib.uidaho.edu/UID:CP71148982880001451,"Judy Smith, Feminism and environmentalism: creating an appropriate future, Oct. 6, 1979.",MG,5113,
http://search.lib.uidaho.edu/UID:CP71141881700001451,"William M. Neill, Geology of the southeastern Owyhee mountains and environs, Owyhee County, Idaho, June 1975.",MG,5114,
http://search.lib.uidaho.edu/UID:CP71141905540001451,Alice C. (Alice Cunningham) Fletcher. Ethnologic gleanings among the Nez Perces,MG,5115,
http://search.lib.uidaho.edu/UID:CP71101256210001451,"Wayne Oliver Mackenzie, To live in such a time, 1983-1989.",MG,5116,
http://search.lib.uidaho.edu/UID:CP71137534090001451,"Eugene. Giles, Mother India's Legacy, 1983.",MG,5117,
http://search.lib.uidaho.edu/UID:CP71137538550001451,"Howard C. Sarvis, Army and the University 1918, 1984.",MG,5118,
http://search.lib.uidaho.edu/UID:CP71137522580001451,"H. (Henry), Lueg, Diary of a journey by ox-team from St. Cloud, Minnesota to Portland, Oregon (1867), June 27-Dec. 1, 1868",MG,5119,
http://search.lib.uidaho.edu/UID:CP71179076250001451,"Fanny B., Greene Papers, 1936.",MG,5120,
http://search.lib.uidaho.edu/UID:CP71137549840001451,"Eula Greene Miller, Manuscript",MG,5121,
http://search.lib.uidaho.edu/UID:CP71179075520001451,"Latah County Pioneer Association, Records, 1938-1952.",MG,5122,
http://search.lib.uidaho.edu/UID:CP71179075740001451,"Latah County Pioneer Association., Scrapbook, 1945-1952.",MG,5123,
http://search.lib.uidaho.edu/UID:CP71131863880001451,"Malcolm M. Furniss. Occurrance of the geometrid, Anacamptodes clivinaria guenee, on curlleaf mountain mahogany in Owyhee County, Idaho, Sept. 14, 1964",MG,5124,
http://search.lib.uidaho.edu/UID:CP71150547520001451,"William Edgar Borah. Correspondence, Feb. 21, 1922-June 19, 1939",MG,5125,
http://search.lib.uidaho.edu/UID:CP71113893710001451,"Ruth Kirkpatrick Stone, Letters, 1928-1946.",MG,5126,
http://search.lib.uidaho.edu/UID:CP71150548010001451,"Worthwhile Club (Council, Idaho), Records, 1955-1966.",MG,5127,
http://search.lib.uidaho.edu/UID:CP71150544480001451,"William Edgar Borah. Letters, to Doremus Scudder, Boston, Mass., Mar. 18, 1921-June 22, 1922",MG,5128,
http://search.lib.uidaho.edu/UID:CP71124412910001451,"Light on the Mountains Pageant (University of Idaho), Scrapbook, 1939.",MG,5129,
http://search.lib.uidaho.edu/UID:CP71131862340001451,"William E. Welsh, Report on canal deliveries from Boise River and different features affecting these deliveries for the irrigation season of 1928, 1929.",MG,5130,
http://search.lib.uidaho.edu/UID:CP71150543500001451,Ralph M. Audrieth. Papers 1924-1983,MG,5131,
http://search.lib.uidaho.edu/UID:CP71131870850001451,"Carla Rotert, University of Idaho during the World War II Years, May 1, 1968.",MG,5132,
http://archiveswest.orbiscascade.org/ark:/80444/xv21411/,"Roscoe Ellsworth Young, Diary, 1899.",MG,5133,
http://search.lib.uidaho.edu/UID:CP71150543340001451,"Francis Newland, Diary and papers, 1822-1829.",MG,5134,
http://search.lib.uidaho.edu/UID:CP71150550370001451,"St. Joseph's Mission (Slickpoo, Idaho), Records, 1867 -1964",MG,5135,
http://search.lib.uidaho.edu/UID:CP71179051970001451,"Idaho State Federation of Women's Clubs North Central District, Records, 1945-1952.",MG,5136,
http://search.lib.uidaho.edu/UID:CP71131850140001451,"C.Y.Garber, just reminiscing, Jan. 20, 1965",MG,5137,
http://search.lib.uidaho.edu/UID:CP71141913700001451,"Julie G. Russell Load-duration study for bolted connections in wood, May 1976.",MG,5138,
http://search.lib.uidaho.edu/UID:CP71130405300001451,"Lewis Seward Prater, Prospecting for uranium and other radioactive ores, June 1950.",MG,5139,
http://search.lib.uidaho.edu/UID:CP71131838320001451,"George F. Edmunds. Cold damage to ponderosa pine in Spokane County, Washington 1971",MG,5140,
http://search.lib.uidaho.edu/UID:CP71141917080001451,"Ross Lenoard, Future of hunting and fishing in the upper Snake River Valley",MG,5141,
http://search.lib.uidaho.edu/UID:CP71119029350001451,"John J. Costello. Letter to Jerome J. Day, 1924",MG,5142,
http://search.lib.uidaho.edu/UID:CP71119027740001451,"Blaine Stubblefield, History of the University of Idaho, 1889-1924, May 22, 1924.",MG,5143,
http://search.lib.uidaho.edu/UID:CP71119017750001451,Bible. Nez Perce.,MG,5144,
http://search.lib.uidaho.edu/UID:CP7198367600001451,"Robert Douglas., Hook, University of Idaho Library, a history, 1986.",MG,5145,
http://search.lib.uidaho.edu/UID:CP7198340070001451,"Pedro N. Ospina, Load-duration study for bolted connections in wood, presented in partial satisfaction of the requirement for the degree of Master of Engineering, Sept. 1974.",MG,5146,
http://search.lib.uidaho.edu/UID:CP7198340260001451,Mark H. Bowen. Load-duration study for bolted connections in wood,MG,5147,
http://search.lib.uidaho.edu/UID:CP71179053540001451,"Summit Flat Mining District No. 2 (Idaho), Records, 1870-1888.",MG,5148,
http://search.lib.uidaho.edu/UID:CP71138703850001451,"Women's I Club (Moscow, Idaho), Minutes of meetings, Sept. 22, 1947-May 4, 1948.",MG,5149,
http://search.lib.uidaho.edu/UID:CP71115118210001451,"Harry Wheeler, War-lance",MG,5150,
http://search.lib.uidaho.edu/UID:CP7198342120001451,"Russell W., Heughins Gospel-hump Wilderness, Nov. 18, 1982.",MG,5151,
http://search.lib.uidaho.edu/UID:CP71143972450001451,"Cathy Colton. Wheat farming, Tammany, Nez Perce County, 1926-1984",MG,5152,
http://search.lib.uidaho.edu/UID:CP71143968550001451,"Arthur W. Stevens, Study of the lumbering methods of the Potlatch Lumber Company, Dec. 17-23, 1911.",MG,5153,
http://search.lib.uidaho.edu/UID:CP71143961580001451,"Merle W. Wells, Miner's unions in British Columbia and Idaho, 1899-1902, 1984.",MG,5154,
http://search.lib.uidaho.edu/UID:CP71143962880001451,"Steve Mitchell, Homestake's Bulldog Mountain carbon-in-pulp silver plant, 1980",MG,5155,
http://search.lib.uidaho.edu/UID:CP71170321910001451,"Eugene. Giles, Guidance mavericks through eclecticism, 1983.",MG,5157,
http://search.lib.uidaho.edu/UID:CP71170326440001451,"Edward C. Moore, (Edward Curtis), Philosophy of public higher education in the United States",MG,5158,
http://search.lib.uidaho.edu/UID:CP71138702530001451,"Margaret Bryan McCallie Moore, Papers, 1877-1972.",MG,5159,
http://search.lib.uidaho.edu/UID:CP71135168030001451,"John D. Mutch, Boise's victory pennies, May 1, 1968.",MG,5160,
http://search.lib.uidaho.edu/UID:CP71135154530001451,"Kris Long, History of Emmanuel Lutheran Church, Palouse Empire History, Period V",MG,5161,
http://search.lib.uidaho.edu/UID:CP71138701430001451,"Custer County (Idaho). Council of Defense. Challis District., Minutes, 1918",MG,5162,
http://search.lib.uidaho.edu/UID:CP71174851360001451,"Bernard C. Borning. Nigeria's path : the first decade and after, University of Ife, Nigeria",MG,5163,
http://search.lib.uidaho.edu/UID:CP71138701520001451,"Sven S. Liljebald, (Sven Samuel), Correspondence, 1961-1968.",MG,5164,
http://search.lib.uidaho.edu/UID:CP71135152150001451,"Myles Moylan, Battle of Bear Paw Mountain, M.T., after 1878",MG,5165,
